Province/State-Country/Region,Indicator,20200122,20200123,20200124,20200125,20200126,20200127,20200128,20200129,20200130,20200131,20200201,20200202,20200203,20200204,20200205,20200206,20200207,20200208,20200209,20200210,20200211,20200212,20200213,20200214,20200215,20200216,20200217,20200218,20200219,20200220,20200221,20200222,20200223,20200224,20200225,20200226,20200227,20200228,20200229,20200301,20200302,20200303,20200304,20200305,20200306,20200307,20200308,20200309,20200310,20200311,20200312,20200313,20200314,20200315,20200316,20200317,20200318,20200319,20200320,20200321,20200322,20200323,20200324,20200325,20200326,20200327,20200328,20200329,20200330,20200331,20200401,20200402,20200403,20200404,20200405,20200406,20200407,20200408,20200409,20200410,20200411,20200412,20200413,20200414,20200415,20200416,20200417,20200418,20200419,20200420,20200421,20200422,
Country-United Kingdom,Day: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,0,0,13,0,34,0,16,66,40,56,48,54,87,43,113,181,260,209,180,381,563,569,684,708,621,439,786,938,881,980,917,737,717,778,761,861,847,888,596,449,828,763,
Country-Belgium,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,524,436,873,2356,5148,5236,2705,3403,2443,4101,0,21379,11344,17190,15009,16143,21204,26963,40314,48691,51134,29843,45899,58290,113264,91536,161431,148517,92757,76440,103752,120768,124084,144939,109948,97993,120419,105497,137871,146946,117888,142147,82199,46248,214136,107853,115969,91187,114572,129756,84904,81414,
Country-Denmark,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,345,173,0,345,691,0,2244,0,2072,9496,29695,31076,29868,32112,4489,6388,8632,10877,13812,16229,17955,12258,11913,9496,24343,22962,26415,29177,26760,33493,31422,48859,42644,48168,64052,55247,50413,53866,67332,57146,40226,31767,30558,30731,24861,33321,29350,34184,33493,29177,24516,22617,31076,37464,
Country-Finland,Day: Norm Confirmed,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,181,542,0,0,0,1083,542,0,1444,1264,1805,3430,0,17329,12635,3430,5957,7942,2708,11552,9025,13177,18592,13357,16606,15884,14079,14982,22744,13177,20217,11913,5054,12996,17509,48195,8123,44946,23827,32310,21300,29603,24549,12455,16245,17509,13718,23827,21661,34657,18412,15343,26354,20758,
Country-France,Day: Norm Confirmed,0,0,31,15,0,0,15,15,0,0,15,0,0,0,0,0,0,77,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,31,61,306,291,659,460,935,199,1241,1409,4228,4535,2712,1272,8809,7614,0,21142,12379,460,32693,15611,21310,28005,26672,25585,26596,58799,37504,44873,60086,58354,70641,39817,67041,116096,74471,32417,80170,65371,28695,59932,57864,59458,65662,66520,47707,411239,56148,91231,49285,191349,30778,0,75452,36477,42513,-33551,
Country-Germany,Day: Norm Confirmed,0,0,0,0,0,12,36,0,0,12,36,24,24,0,0,0,12,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,12,119,227,24,370,609,346,442,788,2626,2244,1540,2876,1623,3354,5383,2029,19061,10861,14442,17629,23692,36642,35723,54044,28227,31748,49926,46906,51764,78953,82749,81448,52516,57171,58758,72377,82617,75969,58878,48112,38802,51191,67232,58305,47622,32667,35162,26473,15361,40509,35150,44149,23214,21985,22451,14633,28132,
Country-Iceland,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,0,5861,8791,14652,43957,23444,26374,20513,0,23444,32235,46887,52748,90844,64470,43957,26374,117219,87914,234437,231507,187550,278394,58609,175828,260811,190480,257881,213924,167036,193411,143593,249089,290116,131871,155315,202202,222715,70331,87914,93775,79123,41026,35166,29305,26374,20513,35166,43957,17583,32235,5861,14652,20513,
Country-Italy,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,282,696,1542,1227,1542,2172,3349,3863,3979,9384,5670,7726,9732,12749,12898,20674,24736,29792,16198,38347,0,86177,57976,59518,53600,58457,69748,88233,99241,108708,92179,79396,87023,86376,102839,97965,99042,86492,67145,67194,79280,77390,76014,79662,71555,59668,50383,63597,69698,65503,77821,67841,52273,49273,44216,62768,57910,57877,50516,37402,45244,55871,
Country-Netherlands,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,289,231,463,347,810,2546,2662,3472,4456,3241,3530,7002,0,17419,8970,10185,16088,16898,20023,23669,30903,36863,33160,31539,46933,49306,58970,67824,67072,63889,51157,48900,58970,62674,59375,52315,70833,55093,44965,56076,70197,77257,76157,67940,55787,50231,42477,61400,71470,65972,61690,43403,42188,40972,
Country-Norway,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,925,1665,740,1110,1295,4440,5735,3885,7215,5365,5365,36075,36630,19240,54391,17390,24235,20720,24050,16095,36260,31080,37740,49396,43660,44771,40885,52726,71411,48101,49766,29785,36260,41070,52541,41255,33300,25345,32930,40885,0,23125,19055,17575,21460,14430,3700,21645,28860,7585,18315,7770,14430,6475,27195,
Country-Poland,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,104,0,156,130,156,234,469,495,912,417,1511,1589,339,2709,1824,2892,2553,2996,3960,3908,4429,4377,6487,5835,5028,6669,6330,10212,11384,6356,12374,8102,11332,9300,9639,9899,10447,8284,6773,6982,9899,8753,12010,9457,14198,7972,6851,8154,
Country-Russia,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,62,0,27,0,21,0,55,116,96,27,185,164,226,356,370,363,418,487,391,1117,1247,1343,1562,1850,2069,3433,3015,5283,4118,3988,4509,6537,7908,8052,9998,12238,11423,14979,17528,19009,23216,23627,27889,32789,41525,29246,38661,35879,
Country-Spain,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,150,43,364,278,835,770,963,1220,792,3017,2140,3702,8559,13310,12454,0,63231,24800,30107,45878,38645,46263,86727,52361,106220,72625,136263,101620,206064,176984,169751,160828,147112,167890,170479,175358,170051,152654,149124,117219,107611,112704,134338,107033,108082,101727,81399,69929,52254,109195,156292,126056,18980,148674,32868,84908,90108,
Country-Sweden,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,494,0,494,198,99,593,1383,5830,692,5929,4150,4447,10573,14328,9783,21245,14526,6028,8004,8597,8794,15810,19763,12253,16897,11067,23715,23715,31028,22628,37352,25000,32411,40217,50593,61364,55632,30830,38241,37154,48123,71739,71344,53755,46047,32806,45949,49111,47628,60573,66798,59881,55632,38735,53854,67391,
Country-Switzerland,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,817,0,1167,1050,1750,1634,3967,2800,11669,6301,8051,4317,13652,18786,0,56826,25671,98133,0,58343,38273,122170,142240,149475,104901,154142,126254,119020,106651,130338,133956,87865,127538,79697,135706,123571,90898,104901,69428,64994,69545,119837,89965,58343,64877,35939,31855,28938,46674,46208,40373,38040,39207,23804,13886,23921,
Country-US,Day: Norm Confirmed,3,0,3,0,9,0,0,0,0,6,3,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,110,0,18,3,6,24,18,73,61,94,207,137,427,353,198,1146,981,1164,1572,1670,2352,3452,5450,4149,18170,16835,19276,23385,32193,30140,36687,55015,54293,60346,59237,63740,80249,76377,92554,96713,101399,85767,89919,93846,96067,103967,102836,90973,88097,77096,82412,87375,95180,97837,98986,81075,77739,84420,84204,
Country-United Kingdom,Day: Norm Confirmed,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,15,0,0,74,0,15,0,0,0,0,0,0,0,0,0,0,0,59,0,0,30,74,44,192,59,162,502,443,708,635,989,708,900,1092,0,5047,5047,0,5947,6006,9976,930,19095,15273,9813,14270,21058,21427,31417,42573,37571,35903,38648,44403,63808,62628,65668,55117,87109,56105,53626,81029,64103,128104,77222,78034,64074,77503,67925,68132,82623,81531,86327,69003,63469,65682,
Country-Belgium,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,87,0,87,436,349,611,1396,2618,698,1134,2967,4887,3665,6021,5585,6806,7155,16754,10733,15969,11518,12216,14311,16143,35166,17888,24695,43281,28534,22164,26440,22164,24695,36387,26702,25305,20070,12653,14834,23037,
Country-Denmark,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,173,173,173,0,345,518,691,0,1899,1381,345,1209,1899,2244,1209,863,2244,2417,3280,2762,3798,3108,1381,2762,2590,3280,1726,2244,2244,2072,2417,1726,2072,2590,1726,1554,1554,1036,2417,
Country-Finland,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,361,361,361,361,361,361,722,0,361,181,903,542,-181,1264,1083,361,1083,181,1264,542,903,1444,542,1264,1444,722,722,7762,1444,
Country-France,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,15,0,31,46,31,123,0,214,230,0,475,184,0,873,0,0,1455,3171,1716,1716,2850,3677,3539,5592,4581,4887,4473,6404,7645,13482,15075,17159,16132,7936,12762,21709,8288,20544,15121,9728,8595,8794,11674,22030,11536,11659,9836,6051,8380,8135,8334,
Country-Germany,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,12,0,48,24,24,72,84,48,191,275,203,119,346,406,585,728,895,1086,1194,1337,1552,1731,2232,2005,2017,1671,2697,2459,3975,3079,1910,-370,3414,2053,1194,6087,2960,3581,1277,1516,3294,2041,2936,
Country-Iceland,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14652,0,2930,0,0,0,2930,0,0,2930,0,0,0,0,0,0,0,0,5861,0,0,0,5861,0,0,0,2930,2930,0,0,0,0,0,2930,0,0,2930,0,0,
Country-Italy,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,66,50,33,83,66,133,83,298,448,464,680,812,597,2205,1608,2785,3249,0,7278,2901,6101,5786,5720,7875,7079,10395,13147,10793,9964,12318,11323,11804,15236,14739,12534,13462,13877,12053,12600,12699,11290,8704,10544,10014,8986,10113,9450,10262,7146,9384,9981,9583,8704,9533,7991,7179,7527,8853,7245,
Country-Netherlands,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,116,0,58,58,0,289,116,463,231,1100,868,1042,1736,1736,2488,1968,3646,4630,4514,6481,5382,7639,5382,10127,7755,9606,8565,9491,6655,5845,13542,8507,8565,6655,7639,5440,4977,7060,10938,10475,8333,8218,4803,3877,9549,7986,
Country-Norway,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,555,185,0,0,0,555,370,370,0,925,740,370,1295,1295,925,1110,1665,555,1665,925,2405,2220,1295,925,1110,1665,1110,925,2035,370,1665,555,185,2960,185,925,
Country-Poland,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,0,26,26,0,0,0,0,52,26,52,104,52,0,52,104,234,52,261,365,365,208,391,339,573,782,391,182,703,625,339,469,599,729,469,391,339,521,547,651,
Country-Russia,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,7,0,27,7,55,48,41,27,62,14,14,75,34,89,123,82,164,123,151,192,233,281,274,329,302,349,391,
Country-Spain,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,43,107,150,235,150,407,21,1669,1327,2011,1134,4087,1926,4429,4558,7104,8495,11534,10635,17953,15364,16541,18060,17568,19537,16006,19750,20564,18188,16027,14850,14979,15064,15984,14016,13566,11234,12903,11705,6419,13952,12989,14701,877,8773,8538,9201,9308,
Country-Sweden,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,296,99,296,99,494,395,99,395,1087,2569,1482,2767,0,494,3557,3360,5830,6818,4941,1482,2767,7510,11265,9486,10474,7609,1680,1186,1976,11265,16798,12846,6621,10968,2866,3953,18281,16996,
Country-Switzerland,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,117,0,117,117,0,817,233,117,0,1517,117,1517,1517,2450,2684,2567,233,3617,4434,4667,3851,4201,6884,8635,6418,5601,6418,8751,5718,5834,6534,8635,6184,6301,3967,8168,3734,4201,7585,4901,5368,4784,2917,4201,5718,3617,
Country-US,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,3,12,3,6,9,12,3,18,24,12,21,21,27,67,70,30,250,134,192,335,427,454,719,813,1133,1356,1344,1557,2730,2699,3561,3537,4015,3689,3546,6127,5819,5606,6248,5715,4747,4597,7022,7601,13990,11751,5718,6084,4366,7159,6517,
Country-United Kingdom,Day: Norm Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,15,30,30,0,0,192,0,502,0,236,974,590,826,708,797,1284,635,1668,2671,3837,3084,2656,5622,8308,8397,10094,10448,9164,6478,11599,13842,13001,14462,13532,10876,10581,11481,11230,12706,12499,13104,8795,6626,12219,11259,
Country-Belgium,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2618,0,-2618,22862,0,0,17277,7504,11169,15969,17888,25829,14660,14747,38045,31675,32897,32723,43979,20506,14921,45724,42147,35253,36475,41623,21291,14049,20855,39703,34817,33770,35689,12042,9337,37609,
Country-Denmark,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154173,33666,17955,15538,7596,8805,19509,22444,19854,6388,31422,29005,19336,48341,40226,47478,63188,79072,50758,29522,66987,66814,
Country-Finland,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52347,0,0,0,0,0,0,0,0,0,0,0,0,0,252708,0,0,0,54152,0,0,
Country-France,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,107,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33520,0,15979,10065,16056,11521,0,23011,11107,23241,22827,22888,24206,21908,11414,16347,31973,29369,29905,26443,22352,12180,8150,16653,32938,28450,24635,23945,9115,12731,27147,22613,
Country-Germany,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,131,0,0,24,0,0,0,0,12,12,0,0,0,0,0,0,0,12,12,0,0,0,84,0,251,0,0,251,0,454,95,800,633,394,0,35532,3628,25375,11756,21758,8713,51191,31032,31032,44639,25482,21782,27452,0,88096,121968,72890,17975,41619,34613,47742,46548,52516,52516,72973,27284,31032,41774,44161,50129,
Country-Iceland,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,0,0,0,0,20513,0,0,14652,0,0,49818,41026,0,43957,14652,76192,43957,49818,61540,64470,120149,79123,172897,73262,254950,93775,93775,290116,216854,161175,184619,263742,140662,128940,164106,257881,196341,234437,196341,0,208063,161175,131871,
Country-Italy,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-17,0,33,696,17,0,613,1094,182,1923,2288,1807,1094,547,1691,0,5322,0,6532,8737,6118,6864,3183,17972,6880,0,27057,15783,0,21586,17176,16562,9765,23774,10710,26360,18386,18535,23724,24537,20525,13578,16944,25780,34799,32810,32909,34468,27803,20293,28101,15949,34352,42492,36474,35280,30207,45144,48792,
Country-Netherlands,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,58,0,0,0,14294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Country-Norway,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,0,0,185,0,925,185,0,3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Country-Poland,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,-313,0,0,0,0,0,156,0,0,0,0,0,0,1042,234,0,1563,469,729,755,808,1615,886,1485,1667,1250,3413,1303,2761,2397,2996,1537,2423,4272,5627,
Country-Russia,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,34,0,0,0,0,7,0,21,27,0,41,48,62,48,27,103,14,377,473,308,315,356,151,349,603,589,809,665,1713,1686,1227,1535,2001,2179,1960,3200,1603,1062,2926,3748,
Country-Spain,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,43,0,3231,0,214,6933,0,278,10656,1134,556,10293,11491,9629,0,26084,33659,35264,50114,62654,51869,44316,53046,72497,87647,80671,79301,82618,50435,59294,102989,88674,74958,73631,70229,49986,59423,71662,84394,0,0,54779,69116,41234,72775,
Country-Sweden,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1482,0,0,0,0,0,0,0,0,0,0,0,0,8597,0,10079,0,0,0,0,0,0,17391,0,0,0,0,0,16700,0,0,0,0,0,0,
Country-Switzerland,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,117,0,0,0,0,0,0,117,0,0,0,0,0,0,1284,0,0,0,13536,0,0,0,0,163244,0,7585,26604,0,133489,122054,97200,183081,0,191482,75613,127888,93349,58343,116686,70012,116686,0,198366,58343,58343,81680,81680,93349,93349,58343,
Country-US,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,15,0,268,49,79,88,6,0,518,40,975,573,618,4853,9076,4204,4418,1606,2151,15065,8518,6498,6648,5472,5639,10297,7555,5234,31971,13042,13201,7942,11705,19178,16747,6069,8759,6587,
Country-United Kingdom,Day: Norm Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,30,472,192,0,0,0,0,0,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084,0,0,0,0,0,0,0,0,0,0,0,0,
Country-Belgium,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,-30,262,0,0,198,86,128,183,205,296,168,169,436,363,377,375,504,235,171,524,483,404,418,477,244,161,239,455,399,387,409,138,107,431,
Country-Denmark,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,195,104,90,44,51,113,130,115,37,182,168,112,280,233,275,366,458,294,171,388,387,
Country-Finland,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,300,0,0,
Country-France,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188,0,1043,657,1048,752,0,1502,725,1517,1490,1494,1580,1430,745,1067,2087,1917,1952,1726,1459,795,532,1087,2150,1857,1608,1563,595,831,1772,1476,
Country-Germany,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,7,0,21,0,0,21,0,38,8,67,53,33,0,2977,304,2126,985,1823,730,4289,2600,2600,3740,2135,1825,2300,0,7381,10219,6107,1506,3487,2900,4000,3900,4400,4400,6114,2286,2600,3500,3700,4200,
Country-Iceland,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,5,0,0,17,14,0,15,5,26,15,17,21,22,41,27,59,25,87,32,32,99,74,55,63,90,48,44,56,88,67,80,67,0,71,55,45,
Country-Italy,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,2,42,1,0,37,66,11,116,138,109,66,33,102,0,321,0,394,527,369,414,192,1084,415,0,1632,952,0,1302,1036,999,589,1434,646,1590,1109,1118,1431,1480,1238,819,1022,1555,2099,1979,1985,2079,1677,1224,1695,962,2072,2563,2200,2128,1822,2723,2943,
Country-Netherlands,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Country-Norway,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,5,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Country-Poland,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,-12,0,0,0,0,0,6,0,0,0,0,0,0,40,9,0,60,18,28,29,31,62,34,57,64,48,131,50,106,92,115,59,93,164,216,
