Province/State-Country/Region,Indicator,20200122,20200123,20200124,20200125,20200126,20200127,20200128,20200129,20200130,20200131,20200201,20200202,20200203,20200204,20200205,20200206,20200207,20200208,20200209,20200210,20200211,20200212,20200213,20200214,20200215,20200216,20200217,20200218,20200219,20200220,20200221,20200222,20200223,20200224,20200225,20200226,20200227,20200228,20200229,20200301,20200302,20200303,20200304,20200305,20200306,20200307,20200308,20200309,20200310,20200311,20200312,20200313,20200314,20200315,20200316,20200317,20200318,20200319,20200320,20200321,20200322,20200323,20200324,20200325,20200326,20200327,20200328,20200329,20200330,20200331,20200401,20200402,20200403,20200404,20200405,20200406,20200407,20200408,20200409,20200410,20200411,20200412,20200413,20200414,20200415,20200416,20200417,20200418,20200419,20200420,20200421,20200422,
Country-Russia,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,3,4,0,6,7,9,7,4,15,2,55,69,45,46,52,22,51,88,86,118,97,250,246,179,224,292,318,286,467,234,155,427,547,
Country-Spain,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,151,0,10,324,0,13,498,53,26,481,537,450,0,1219,1573,1648,2342,2928,2424,2071,2479,3388,4096,3770,3706,3861,2357,2771,4813,4144,3503,3441,3282,2336,2777,3349,3944,0,0,2560,3230,1927,3401,
Country-Sweden,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,87,0,102,0,0,0,0,0,0,176,0,0,0,0,0,169,0,0,0,0,0,0,
Country-Switzerland,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,116,0,0,0,0,1399,0,65,228,0,1144,1046,833,1569,0,1641,648,1096,800,500,1000,600,1000,0,1700,500,500,700,700,800,800,500,
Country-US,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,88,16,26,29,2,0,170,13,320,188,203,1593,2979,1380,1450,527,706,4945,2796,2133,2182,1796,1851,3380,2480,1718,10494,4281,4333,2607,3842,6295,5497,1992,2875,2162,
Country-United Kingdom,Day: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,32,13,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,
Country-Belgium,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,175,698,1134,2007,4363,9511,14747,17452,20855,23298,27400,27400,48778,60122,77312,92321,108464,129668,156632,196946,245637,296771,326614,372513,430803,544066,635602,797033,945550,1038307,1114747,1218499,1339267,1463351,1608290,1718237,1816230,1936649,2042147,2180017,2326963,2444852,2586998,2669197,2715445,2929581,3037435,3153403,3244590,3359162,3488918,3573822,3655236,
Country-Denmark,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,173,518,691,691,1036,1726,1726,3971,3971,6043,15538,45233,76309,106177,138289,142778,149166,157798,168675,182487,198715,216671,228928,240841,250337,274680,297642,324056,353234,379994,413487,444909,493767,536411,584579,648631,703877,754290,808156,875487,932633,972860,1004627,1035185,1065916,1090777,1124098,1153447,1187631,1221125,1250302,1274817,1297434,1328510,1365974,
Country-Finland,Population Normalized: Confirmed,0,0,0,0,0,0,0,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,361,361,361,542,1083,1083,1083,1083,2166,2708,2708,4152,5415,7220,10650,10650,27978,40614,44043,50000,57942,60650,72202,81227,94404,112996,126354,142960,158845,172924,187906,210650,223827,244043,255957,261011,274007,291516,339711,347834,392780,416606,448917,470217,499819,524368,536823,553069,570578,584296,608123,629783,664440,682852,698195,724549,745307,
Country-France,Population Normalized: Confirmed,0,0,31,46,46,46,61,77,77,77,92,92,92,92,92,92,92,169,169,169,169,169,169,169,184,184,184,184,184,184,184,184,184,184,214,276,582,873,1532,1992,2926,3125,4366,5776,10004,14539,17250,18522,27331,34945,34945,56087,68466,68925,101619,117230,138540,166545,193218,218802,245398,304197,341701,386573,446659,505013,575655,615472,682513,798609,873080,905497,985668,1051039,1079734,1139666,1197530,1256988,1322650,1389170,1436877,1848116,1904264,1995496,2044780,2236129,2266907,2266907,2342359,2378836,2421350,2387799,
Country-Germany,Population Normalized: Confirmed,0,0,0,0,0,12,48,48,48,60,95,119,143,143,143,143,155,155,167,167,191,191,191,191,191,191,191,191,191,191,191,191,191,191,203,322,549,573,943,1552,1898,2339,3127,5753,7997,9536,12413,14036,17390,22773,24802,43863,54724,69166,86795,110487,147128,182851,236895,265122,296871,346797,393703,445467,524420,607169,688616,741132,798303,857062,929438,1012056,1088025,1146902,1195014,1233816,1285008,1352240,1410545,1458167,1490835,1525996,1552469,1567830,1608339,1643489,1687638,1710853,1732838,1755289,1769921,1798053,
Country-Iceland,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,2930,8791,17583,32235,76192,99636,126010,146523,146523,169967,202202,249089,301838,392682,457152,501109,527483,644702,732616,967053,1198559,1386109,1664503,1723112,1898940,2159751,2350231,2608112,2822036,2989072,3182483,3326076,3575165,3865281,3997152,4152466,4354668,4577383,4647714,4735628,4829403,4908526,4949552,4984718,5014022,5040396,5060910,5096075,5140032,5157615,5189850,5195711,5210363,5230877,
Country-Italy,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,33,33,33,33,33,33,33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,332,1028,2570,3797,5338,7510,10859,14722,18701,28085,33755,41480,51212,63961,76860,97534,122270,152062,168259,206607,206607,292784,350760,410279,463878,522336,592083,680316,779558,888266,980444,1059841,1146864,1233240,1336079,1434044,1533086,1619578,1686723,1753918,1833198,1910588,1986603,2066264,2137819,2197487,2247870,2311467,2381165,2446668,2524489,2592330,2644604,2693876,2738092,2800860,2858770,2916647,2967163,3004565,3049809,3105680,
Country-Netherlands,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,347,579,1042,1389,2199,4745,7407,10880,15336,18576,22106,29109,29109,46528,55498,65683,81771,98669,118692,142361,173264,210127,243287,274826,321759,371065,430035,497859,564931,628819,679977,728877,787847,850521,909896,962211,1033044,1088137,1133102,1189178,1259375,1336632,1412789,1480729,1536516,1586748,1629225,1690625,1762095,1828067,1889757,1933160,1975347,2016319,
Country-Norway,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,185,1110,2775,3515,4625,5920,10360,16095,19980,27195,32560,37925,74001,110631,129871,184262,201652,225888,246608,270658,286753,323014,354094,391834,441230,484890,529661,570546,623272,694683,742783,792549,822334,858595,899665,952206,993461,1026761,1052107,1085037,1125923,1125923,1149048,1168103,1185678,1207138,1221569,1225269,1246914,1275774,1283359,1301675,1309445,1323875,1330350,1357545,
Country-Poland,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,130,130,287,417,573,808,1277,1771,2683,3100,4611,6200,6539,9248,11072,13963,16516,19512,23472,27380,31808,36185,42672,48507,53535,60204,66535,76747,88131,94488,106862,114964,126296,135596,145235,155135,165581,173865,180639,187620,197520,206273,218283,227739,241937,249909,256760,264914,
Country-Russia,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,21,21,21,27,89,89,116,116,137,137,192,308,404,432,617,781,1007,1364,1734,2097,2515,3001,3392,4509,5756,7099,8661,10512,12581,16014,19029,24312,28431,32419,36928,43465,51372,59424,69422,81660,93083,108062,125591,144599,167815,191442,219331,252120,293646,322892,361553,397432,
Country-Spain,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,128,278,321,685,963,1797,2568,3531,4750,5542,8559,10699,14401,22960,36270,48724,48724,111955,136756,166863,212740,251385,297648,384375,436736,542956,615582,751845,853465,1059529,1236513,1406264,1567093,1714205,1882095,2052574,2227931,2397982,2550637,2699760,2816979,2924591,3037295,3171632,3278666,3386748,3488474,3569873,3639802,3692056,3801251,3957543,4083599,4102579,4251254,4284121,4369029,4459137,
Country-Sweden,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,198,692,692,1186,1383,1482,2075,3458,9289,9980,15909,20059,24506,35079,49407,59190,80435,94960,100988,108992,117589,126383,142194,161957,174209,191107,202174,225889,249605,280632,303261,340613,365613,398024,438241,488834,550198,605830,636660,674901,712055,760178,831917,903261,957016,1003063,1035870,1081818,1130929,1178557,1239130,1305929,1365810,1421443,1460178,1514032,1581423,
Country-Switzerland,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,117,933,933,2100,3151,4901,6534,10502,13302,24971,31272,39323,43641,57293,76079,76079,132905,158576,256709,256709,315053,353326,475496,617736,767211,872112,1026254,1152509,1271529,1378180,1508518,1642474,1730338,1857876,1937573,2073279,2196849,2287748,2392649,2462077,2527071,2596616,2716453,2806418,2864761,2929638,2965578,2997433,3026371,3073046,3119253,3159627,3197666,3236873,3260677,3274562,3298483,
Country-US,Population Normalized: Confirmed,3,3,6,6,15,15,15,15,15,21,24,24,34,34,34,34,34,34,34,34,37,37,40,40,40,40,40,40,40,40,46,46,46,155,155,174,177,183,207,225,299,359,454,661,798,1225,1578,1776,2922,3903,5066,6638,8308,10660,14112,19562,23711,41881,58716,77992,101377,133570,163710,200396,255411,309704,370050,429287,493027,573276,649654,742208,838921,940319,1026086,1116005,1209851,1305918,1409885,1512722,1603695,1691792,1768888,1851301,1938676,2033856,2131693,2230679,2311754,2389493,2473913,2558117,
Country-United Kingdom,Population Normalized: Confirmed,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,44,44,44,118,118,133,133,133,133,133,133,133,133,133,133,133,133,192,192,192,221,295,339,531,590,753,1254,1697,2405,3040,4029,4737,5637,6729,6729,11776,16823,16823,22770,28776,38751,39681,58776,74050,83863,98133,119190,140617,172034,214608,252179,288082,326730,371133,434941,497569,563237,618353,705462,761568,815194,896223,960327,1088430,1165652,1243686,1307760,1385263,1453188,1521320,1603943,1685475,1771802,1840804,1904273,1969956,
Country-Belgium,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,262,262,349,349,436,873,1222,1832,3229,5846,6545,7679,10646,15532,19197,25218,30803,37609,44764,61518,72251,88220,99738,111955,126265,142408,177574,195462,220157,263438,291972,314136,340576,362740,387435,423822,450524,475829,495899,508551,523386,546422,
Country-Denmark,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,345,518,691,691,1036,1554,2244,2244,4144,5525,5870,7078,8978,11222,12431,13294,15538,17955,21235,23998,27796,30904,32285,35047,37637,40917,42644,44888,47132,49204,51621,53348,55419,58009,59735,61289,62843,63879,66296,
Country-Finland,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,181,181,542,903,1264,1625,1986,2347,3069,3069,3430,3610,4513,5054,4874,6137,7220,7581,8664,8845,10108,10650,11552,12996,13538,14801,16245,16968,17690,25451,26895,
Country-France,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,31,31,31,31,31,46,61,61,92,138,169,291,291,506,735,735,1210,1394,1394,2267,2267,2267,3723,6894,8610,10326,13175,16852,20391,25983,30564,35451,39924,46328,53973,67455,82530,99688,115820,123756,136518,158227,166515,187059,202180,211908,220503,229297,240971,263001,274537,286196,296031,302083,310463,318598,326932,
Country-Germany,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,36,36,84,107,131,203,286,334,525,800,1003,1122,1468,1874,2459,3187,4082,5168,6362,7698,9250,10981,13213,15218,17235,18906,21603,24062,28036,31116,33025,32655,36069,38122,39315,45402,48362,51943,53220,54736,58030,60071,63007,
Country-Iceland,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14652,0,2930,2930,2930,0,2930,2930,2930,5861,5861,5861,5861,5861,5861,5861,5861,5861,11722,11722,11722,11722,17583,17583,17583,17583,20513,23444,23444,23444,23444,23444,23444,26374,26374,26374,29305,29305,29305,
Country-Italy,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,50,116,166,199,282,348,481,564,862,1310,1774,2454,3266,3863,6068,7676,10461,13711,13711,20989,23890,29991,35777,41497,49372,56451,66846,79993,90786,100750,113068,124392,136196,151432,166171,178704,192166,206043,218096,230696,243395,254685,263389,273934,283947,292933,303046,312496,322758,329904,339288,349268,358851,367555,377088,385079,392257,399784,408637,415882,
Country-Netherlands,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,174,174,231,289,289,579,694,1157,1389,2488,3356,4398,6134,7870,10359,12326,15972,20602,25116,31597,36979,44618,50000,60127,67882,77488,86053,95544,102199,108044,121586,130093,138657,145313,152951,158391,163368,170428,181366,191840,200174,208391,213194,217072,226620,234606,
Country-Norway,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,555,555,555,1110,1295,1295,1295,1295,1850,2220,2590,2590,3515,4255,4625,5920,7215,8140,9250,10915,11470,13135,14060,16465,18685,19980,20905,22015,23680,24790,25715,27750,28120,29785,30340,30525,33485,33670,34595,
Country-Poland,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,52,78,78,104,130,130,130,130,130,182,208,261,365,417,417,469,573,808,860,1120,1485,1850,2058,2449,2787,3361,4142,4533,4715,5419,6044,6383,6851,7451,8180,8649,9040,9378,9899,10447,11098,
Country-Russia,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,21,21,27,27,55,62,116,164,206,233,295,308,322,397,432,521,644,726,891,1014,1165,1357,1590,1871,2145,2474,2775,3125,3515,
Country-Spain,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,64,107,214,364,599,749,1155,1177,2846,4173,6184,7318,11405,13331,17760,22318,29422,37918,49451,60086,78039,93403,109944,128004,145572,165108,181114,200864,221428,239616,255644,270494,285473,300537,316521,330537,344103,355337,368241,379945,386365,400316,413305,428006,428883,437656,446194,455395,464703,
Country-Sweden,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,198,296,593,692,988,1087,1581,1976,2075,2470,3557,6126,7609,10375,10375,10870,14427,17787,23617,30435,35375,36858,39625,47134,58399,67885,78360,85968,87648,88834,90810,102075,118874,131719,138340,149308,152174,156126,174407,191403,
Country-Switzerland,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,117,117,233,233,350,467,467,1284,1517,1634,1634,3151,3267,4784,6301,8751,11435,14002,14236,17853,22287,26954,30805,35006,41890,50525,56943,62544,68961,77713,83431,89265,95799,104434,110618,116919,120887,129055,132789,136989,144574,149475,154842,159627,162544,166744,172462,176079,
Country-US,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,21,34,37,43,52,64,67,85,110,122,143,165,192,259,329,359,609,743,935,1270,1697,2151,2870,3683,4817,6172,7516,9073,11802,14502,18063,21600,25615,29305,32851,38978,44797,50402,56651,62366,67113,71710,78732,86333,100323,112074,117792,123876,128242,135401,141918,
Country-United Kingdom,Population Normalized: Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,30,44,59,89,118,118,118,310,310,812,812,1048,2022,2612,3438,4147,4944,6227,6862,8529,11200,15037,18121,20778,26400,34708,43105,53198,63646,72810,79288,90887,104729,117730,132191,145723,156599,167180,178660,189890,202596,215095,228199,236994,243620,255838,267098,
Country-Belgium,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,2705,2705,87,22949,22949,22949,40227,47731,58901,74869,92757,118586,133246,147993,186038,217714,250611,283333,327312,347818,362740,408464,450611,485864,522339,563962,585253,599302,620157,659860,694677,728447,764136,776178,785515,823124,
Country-Denmark,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,154345,188011,205967,221505,229101,237906,257415,279859,299713,306101,337523,366527,385864,434204,474431,521909,585097,664169,714927,744449,811436,878250,
Country-Finland,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,1805,1805,1805,1805,1805,1805,1805,1805,1805,1805,1805,1805,1805,1805,1805,1805,1805,1805,54152,54152,54152,54152,54152,54152,54152,54152,54152,54152,54152,54152,54152,54152,306859,306859,306859,306859,361011,361011,361011,
Country-France,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,61,61,61,61,61,61,61,61,61,61,169,169,169,169,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,33704,33704,49683,59749,75804,87325,87325,110336,121443,144683,167511,190399,214605,236512,247926,264273,296246,325614,355519,381962,404314,416494,424644,441297,474235,502685,527320,551265,560380,573112,600259,622871,
Country-Germany,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,143,143,143,167,167,167,167,167,179,191,191,191,191,191,191,191,191,203,215,215,215,215,298,298,549,549,549,800,800,1253,1349,2148,2781,3175,3175,38707,42335,67710,79466,101225,109938,161129,192161,223193,267832,293314,315096,342548,342548,430643,552612,625502,643477,685095,719708,767450,813998,866514,919031,992004,1019288,1050321,1092095,1136256,1186385,
Country-Iceland,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,2930,2930,2930,2930,23444,0,0,14652,14652,14652,64470,105497,105497,149454,164106,240298,284255,334073,395613,460083,580232,659354,832252,905513,1160463,1254238,1348013,1638129,1854983,2016159,2200778,2464519,2605182,2734122,2898228,3156109,3352450,3586887,3783228,3783228,3991291,4152466,4284337,
Country-Italy,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,17,17,50,746,763,763,1376,2470,2653,4576,6864,8671,9765,10312,12003,12003,17325,17325,23857,32594,38712,45575,48759,66730,73610,73610,100667,116450,116450,138036,155212,171774,181539,205313,216023,242384,260770,279305,303030,327566,348091,361669,378613,404393,439192,472002,504911,539379,567182,587474,615575,631524,665876,708368,744841,780121,810328,855472,904264,
Country-Netherlands,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,116,116,116,116,116,116,116,116,116,174,174,174,174,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,14468,0,0,
Country-Norway,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1110,1110,1110,1110,1295,1295,2220,2405,2405,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,
Country-Poland,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,339,339,26,26,26,26,26,26,182,182,182,182,182,182,182,1224,1459,1459,3022,3491,4220,4976,5783,7399,8284,9769,11436,12687,16100,17402,20164,22560,25556,27093,29516,33788,39415,
Country-Russia,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,21,21,21,21,21,21,55,55,55,55,55,62,62,82,110,110,151,199,260,308,336,439,452,829,1302,1610,1926,2282,2433,2782,3385,3974,4783,5448,7161,8846,10073,11608,13609,15788,17748,20948,22551,23613,26539,30288,
Country-Spain,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,642,642,685,685,3916,3916,4130,11063,11063,11341,21997,23131,23688,33980,45471,55100,55100,81185,114844,150108,200222,262876,314745,359061,412107,484604,572250,652921,732223,814841,865277,924571,1027560,1116234,1191192,1264823,1335051,1385037,1444460,1516122,1600517,1600517,1600517,1655296,1724412,1765646,1838421,
Country-Sweden,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,10178,10178,20257,20257,20257,20257,20257,20257,20257,37648,37648,37648,37648,37648,37648,54348,54348,54348,54348,54348,54348,54348,
Country-Switzerland,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,350,350,350,350,350,350,350,467,467,467,467,467,467,467,1750,1750,1750,1750,15286,15286,15286,15286,15286,178530,178530,186114,212719,212719,346208,468261,565461,748541,748541,940023,1015636,1143524,1236873,1295216,1411902,1481914,1598600,1598600,1796966,1855309,1913652,1995333,2077013,2170362,2263711,2322054,
Country-US,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,15,15,15,15,18,18,18,21,21,21,21,21,21,21,21,21,21,21,24,24,37,37,37,37,52,52,320,369,448,536,542,542,1060,1100,2075,2647,3266,8119,17195,21399,25817,27422,29573,44638,53156,59655,66302,71774,77413,87710,95266,100500,132470,145513,158713,166656,178361,197539,214286,220354,229113,235700,
Country-United Kingdom,Population Normalized: Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,266,266,266,266,266,266,266,266,266,295,767,959,959,959,959,959,959,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,5076,5076,5076,0,0,0,0,0,0,0,0,0,0,
Country-Belgium,Ratio: Confirmed/Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,2000,8000,13000,23000,50000,109000,169000,200000,239000,267000,314000,314000,559000,689000,886000,1058000,1243000,47935,57903,2257000,10703,12932,14232,9260,9026,9237,8490,8593,7974,7792,7532,6550,6152,5839,5676,5250,5222,5339,5000,4838,4789,4681,4587,4561,4531,4724,4603,4539,4454,4396,4495,4550,4441,
